OriginalCityStateID,NewCityStateID,City,OriginalState,NewState,MatchValue,MlInputCity,MlPredictedState,MlConfidence
wanatahin,wanatahin,wanatah,IN,IN,100.0,wanatah,IN,0.0477571380942961
legendlaewi,legendlaewi,legend lae,WI,WI,90.9090909090909,legend lae,WI,0.2968272137451497
scobeymt,scobeymt,scobey,MT,MT,100.0,scobey,MT,0.3186553853683317
hightstownnj,hightstownnj,hightstown,NJ,NJ,100.0,hightstown,NJ,0.0424313089922792
johnstownco,johnstownco,johnstown,CO,CO,100.0,johnstown,CO,0.0557918743869964
latinaranchtx,latinaranchca,la tina ranch,TX,CA,78.57142857142857,la tina ranch,NM,0.3018457994701772
mountsavagemd,mountsavageny,mount savage,MD,NY,81.81818181818183,mount savage,IL,0.0548508485186314
livingstonal,livingstonal,livingston,AL,AL,100.0,livingston,NY,0.0894100936479878
eastmddleburyvt,eastmddleburyar,east mddlebury,VT,AR,87.5,east mddlebury,NY,0.0744097839669579
mariettail,mariettaga,marietta,IL,GA,100.0,marietta,WA,0.2274989796264849
brownsvillefl,brownsvillefl,brownsville,FL,FL,100.0,brownsville,OR,0.1292514677139561
buffalogaptx,buffalogaptx,buffalo gap,TX,TX,90.5,buffalo gap,VA,0.1291285490321934
nssuabaytx,nssuabaytx,nssua bay,TX,TX,90.0,nssua bay,AK,0.2420218601997903
uqicyfl,uqicyfl,uqicy,FL,FL,66.66666666666666,uqicy,PA,0.0259794308996445
sinkingspringoh,sinkingspringpa,sinking spring,OH,PA,100.0,sinking spring,PA,0.1496635690801271
francesvilein,francesvileut,francesvile,IN,UT,85.71428571428571,francesvile,PA,0.0259794308996445
kaumakanihi,kaumakanila,kaumakani,HI,LA,80.0,kaumakani,PA,0.0259794308996445
griftonnc,griftonnc,grifton,NC,NC,100.0,grifton,NC,0.0421718744266612
watertownfl,watertownfl,watertown,FL,FL,100.0,watertown,SD,0.3437463775595182
geneseeco,geneseeco,genesee,CO,CO,100.0,genesee,MI,0.2270839212733175
warmspringsca,warmspringsmt,warm springs,CA,MT,100.0,warm springs,MT,0.3719170434568774
cawkercityks,cawkercityin,cawker city,KS,IN,81.81818181818183,cawker city,VA,0.4645090331104248
dobbsferryny,dobbsferryny,dobbs ferry,NY,NY,100.0,dobbs ferry,ID,0.1776455972371279
parshallnd,parshallnd,parshall,ND,ND,100.0,parshall,ND,0.1507471264175193
blankettx,blanketmn,blanket,TX,MN,83.33333333333334,blanket,PA,0.0259794308996445
mccrackenks,mccrackenla,mccracken,KS,LA,85.71428571428571,mccracken,KY,0.1391947377775345
pageparkfl,pageparkaz,page park,FL,AZ,90.5,page park,AZ,0.3696164134239398
langstonal,langstonok,langston,AL,OK,100.0,langston,OK,0.0638307543640831
quincyma,quincyma,quincy,MA,MA,100.0,quincy,MA,0.0858418495746735
ewingcl,ewingnj,ewing,CL,NJ,100.0,ewing,NJ,0.0424313089922792
fostercityca,fostercityca,foster city,CA,CA,100.0,foster city,ND,0.1805090892780033
wedgefieldsc,wedgefieldsc,wedgefield,SC,SC,100.0,wedgefield,SC,0.0629348903588292
st.marysks,st.marysga,st. marys,KS,GA,100.0,st. marys,GA,0.2504715020101584
trinidadtx,trinidadco,trinidad,TX,CO,100.0,trinidad,CO,0.1592194112375473
grahamga,grahamme,graham,GA,ME,100.0,graham,AZ,0.2668841097152367
gappa,gappa,gap,PA,PA,100.0,gap,VA,0.3174381221431429
forestglenmd,forestglenmd,forest glen,MD,MD,100.0,forest glen,NC,0.1870390040624239
phillipsburgnj,phillipsburgnj,phillipsburg,NJ,NJ,100.0,phillipsburg,NJ,0.0707458813751569
idavilleor,idavilleco,idaville,OR,CO,77.77777777777779,idaville,PA,0.0259794308996445
ottawaks,ottawaks,ottawa,KS,KS,100.0,ottawa,OH,0.2791118099387959
bricescreeknc,bricescreeknc,brices creek,NC,NC,100.0,brices creek,NC,0.2022949741730104
orchardco,orchardwa,orchard,CO,WA,87.5,orchard,CO,0.2056289992267429
allensworthca,allensworthin,allensworth,CA,IN,90.5,allensworth,PA,0.0259794308996445
mountoliveal,mountoliveal,moun tolive,AL,AL,90.9090909090909,moun tolive,IL,0.0663426274215113
albionca,albionil,albion,CA,IL,100.0,albion,IN,0.0673496666617616
lakebuckhornoh,lakebuckhornak,lake buckhorn,OH,AK,80.0,lake buckhorn,WI,0.0766270436143217
bridgevillede,bridgevillede,bridgeville,DE,DE,100.0,bridgeville,DE,0.7424683033736432
tranquillityca,tranquillitymn,tranquillity,CA,MN,80.0,tranquillity,PA,0.0259794308996445
estcadaor,estcadaor,estcada,OR,OR,87.5,estcada,OR,0.1986193754001906
wheatonmd,wheatonmd,wheaton,MD,MD,100.0,wheaton,MD,0.1807656099288413
omegaga,omegaga,omega,GA,GA,100.0,omega,GA,0.0407416937011491
albertcityia,albertcityil,albert city,IA,IL,83.33333333333334,albert city,MN,0.1678500197123653
elmwoodparkilo,elmwoodparkil,elmwood park,ILO,IL,100.0,elmwood park,NJ,0.4624312060157535
rodeonm,rodeoca,rodeo,NM,CA,100.0,rodeo,CA,0.031879825005699
kentin,kentct,kent,IN,CT,100.0,kent,DE,0.4670261295089485
greenparkmo,greenparkmo,green park,MO,MO,100.0,green park,WY,0.2660759988758569
cullomburgla,cullomburgca,cullomburg,LA,CA,75.0,cullomburg,PA,0.0259794308996445
nubieberca,nubieberor,nubieber,CA,OR,75.0,nubieber,PA,0.0259794308996445
merhfieldhillsma,merhfieldhillsma,merhfield hills,MA,MA,87.5,merhfield hills,KY,0.1803497050908042
mamoula,mamoula,mamou,LA,LA,100.0,mamou,LA,0.1373921452925714
barnarlmo,barnarlnj,barnarl,MO,NJ,83.33333333333334,barnarl,PA,0.0259794308996445
filleyne,filleynd,filley,NE,ND,100.0,filley,PA,0.0259794308996445
ioiami,ioiami,ioia,MI,MI,80.0,ioia,MI,0.0405735052026468
gdedingca,gdedingid,gdeding,CA,ID,85.71428571428571,gdeding,PA,0.0259794308996445
pakalavillagehi,pakalavillagehi,pakala village,HI,HI,83.33333333333334,pakala village,CT,0.2784592898334533
oaksok,oaksnd,oaks,OK,ND,80.0,oaks,CA,0.1623754483046749
butlerwi,butlerwi,butler,WI,WI,100.0,butler,MO,0.1047091171789984
corriganvillemd,corriganvilletx,corriganville,MD,TX,90.5,corriganville,PA,0.0259794308996445
charlottetn,charlottetn,charlotte,TN,TN,100.0,charlotte,FL,0.2543387687328806
oxfordks,oxfordks,oxford,KS,KS,100.0,oxford,ME,0.2911732056459044
kistlerwv,kistlerca,kistler,WV,CA,71.42857142857143,kistler,PA,0.0259794308996445
oakviewmo,oakviewca,oakview,MO,CA,87.5,oakview,CA,0.0431560550707599
laderaranchca,laderaranchca,ladera ranch,CA,CA,100.0,ladera ranch,CA,0.4954060337677968
empirela,empireca,empire,LA,CA,100.0,empire,CA,0.0431560550707599
moncurenc,moncureok,moncure,NC,OK,80.0,moncure,PA,0.0259794308996445
biglagoona,biglagoonak,big lagoon,A,AK,75.0,big lagoon,FL,0.2271272861142952
armonaca,armonaca,armona,CA,CA,100.0,armona,CA,0.031879825005699
whierocknm,whierocknm,whie rock,NM,NM,90.0,whie rock,NM,0.115880656160236
brentwoodtn,brentwoodtn,brentwood,TN,TN,100.0,brentwood,TN,0.5091544605604137
burnsvillenc,burnsvillenc,burnsville,NC,NC,100.0,burnsville,MN,0.0428323517756848
haltomcitytx,haltomcitytx,haltom city,TX,TX,100.0,haltom city,VA,0.1013072149652254
suncitywestaz,suncitywestaz,sunc ity west,AZ,AZ,100.0,sunc ity west,UT,0.1227232410647911
stirlingcityca,stirlingcitytx,stirling city,CA,TX,100.0,stirling city,VA,0.4645090331104248
massenaia,massenany,massena,IA,NY,100.0,massena,NY,0.0330720197492479
eddyvilleyk,eddyvilleia,eddyville,YK,IA,100.0,eddyville,IA,0.0463621445473283
sibleyla,sibleyla,sibley,LA,LA,100.0,sibley,MN,0.3216441580006298
hodca,hodtx,hod,CA,TX,60.0,hod,OR,0.310953620312453
osceolane,osceolane,osceola,NE,NE,100.0,osceola,MI,0.1628783124465353
gladeviewfl,gladeviewfl,gladeview,FL,FL,100.0,gladeview,FL,0.044689781507147
edgewoodmd,edgewoodmd,edgewood,MD,MD,100.0,edgewood,NM,0.2238998253703799
taftheightsca,taftheightsca,taft heights,CA,CA,100.0,taft heights,CA,0.3691169639013693
texolaok,texolaal,texola,OK,AL,66.66666666666666,texola,PA,0.0259794308996445
starkcitymo,starkcityid,stark city,MO,ID,90.5,stark city,ND,0.3295448105725314
cablewi,cableil,cable,WI,IL,75.0,cable,PA,0.0259794308996445
landfallmn,landfallca,landfall,MN,CA,80.0,landfall,PA,0.0259794308996445
hadarne,hadarks,hadar,NE,KS,83.33333333333334,hadar,PA,0.0259794308996445
lemoorestationca,lemoorestationca,lemoore station,CA,CA,100.0,lemoore station,TN,0.1100439172126766
tyrnervilleyw,tyrnervillega,tyrnerville,YW,GA,83.33333333333334,tyrnerville,PA,0.0259794308996445
haganga,hagania,hagan,GA,IA,80.0,hagan,PA,0.0259794308996445
canaansct,canaanct,canaan,SCT,CT,100.0,canaan,CT,0.4648959342211463
keneficok,keneficpa,kenefic,OK,PA,90.5,kenefic,PA,0.0259794308996445
franklinks,franklinga,franklin,KS,GA,100.0,franklin,VT,0.138380527843946
daytonoh,daytonoh,dayton,OH,OH,100.0,dayton,NV,0.1041783935080585
camdenil,camdenal,camden,IL,AL,100.0,camden,DE,0.4220933990355492
driftwoodtx,driftwoodil,driftwood,TX,IL,77.77777777777779,driftwood,PA,0.0259794308996445
newchapelhilltx,newchapelhillny,new chapel hill,TX,NY,70.0,new chapel hill,TN,0.1982338040119322
st.peteril,st.petermn,st. peter,IL,MN,72.72727272727273,st. peter,VT,0.3080211948792456
inglewoodne,inglewoodca,inglewood,NE,CA,100.0,inglewood,WA,0.1432207807958571
indianshoresf,indianshoresfl,indian shores,F,FL,100.0,indian shores,FL,0.6103355979362918
marquetteps,marquettemi,marquette,PS,MI,100.0,marquette,MI,0.2357673918251895
pasadenatca,pasadenatca,pasadenat,CA,CA,90.5,pasadenat,PA,0.0259794308996445
saitllaga,saitllaak,saitlla,GA,AK,85.71428571428571,saitlla,PA,0.0259794308996445
gardencitynn,gardencityga,garden city,NN,GA,100.0,garden city,ID,0.176361002727491
careyog,careyoh,carey,OG,OH,100.0,carey,OH,0.0577745931942411
laquintaca,laquintaca,la quinta,CA,CA,100.0,la quinta,PR,0.1239084238162993
springervileaz,springervileaz,springervile,AZ,AZ,92.3076923076923,springervile,AZ,0.0816111109390022
bremenin,bremenin,bremen,IN,IN,100.0,bremen,OH,0.082417777468217
reminderilleoh,reminderilleoh,reminderille,OH,OH,92.3076923076923,reminderille,OH,0.0373012794621199
finlaysonhn,finlaysonoh,finlayson,HN,OH,85.71428571428571,finlayson,PA,0.0259794308996445
starbrickpa,starbrickid,starbrick,PA,ID,90.5,starbrick,PA,0.0259794308996445
somersetin,somersetky,somerset,IN,KY,100.0,somerset,ME,0.2613238898658139
collinsvilleil,collinsvilleil,collinsville,IL,IL,100.0,collinsville,CT,0.1450304585438419
brockportny,brockportny,brockport,NY,NY,100.0,brockport,NY,0.0330720197492479
dllwoodmo,dllwoodmo,dllwood,MO,MO,87.5,dllwood,PA,0.0259794308996445
mltonin,mltonde,mlton,IN,DE,83.33333333333334,mlton,WI,0.1397516690203961
rioblancopr,rioblancowi,rio blanco,PR,WI,90.5,rio blanco,CO,0.4154412567084645
alesd,alega,ale,SD,GA,75.0,ale,AL,0.152164280878777
richsquarenc,richsquaremn,rich square,NC,MN,75.0,rich square,UT,0.2873310134508822
ardercreekmt,ardercreeknc,arder creek,MT,NC,90.9090909090909,arder creek,CO,0.1822574146381818
bessemerpa,bessemerpa,bessemer,PA,PA,100.0,bessemer,NC,0.0788589347598317
rockypointny,rockypointny,rocky point,NY,NY,100.0,rocky point,NC,0.2182046139800728
portervilleca,portervilleca,porterville,CA,CA,100.0,porterville,CA,0.101420153438222
sugarcityco,sugarcityid,sugar city,CO,ID,100.0,sugar city,ID,0.5570994733182678
pinebendmn,pinebendaz,pine bend,MN,AZ,90.5,pine bend,OR,0.174166431315851
grandviewin,grandviewil,grandview,IN,IL,100.0,grandview,KS,0.2671284016323371
peeversd,peeverwi,peever,SD,WI,100.0,peever,PA,0.0259794308996445
queenslandmd,queenslandny,queensland,MD,NY,90.5,queensland,PA,0.0259794308996445
skykomishwa,skykomishtx,skykomish,WA,TX,83.33333333333334,skykomish,PA,0.0259794308996445
uniontownal,uniontownal,uniontown,AL,AL,100.0,uniontown,PA,0.1830965949480404
waimanalohi,waimanalohi,waimanalo,HI,HI,100.0,waimanalo,HI,0.1919333622094022
millardmo,millardmo,millard,MO,MO,85.71428571428571,millard,UT,0.629343618345758
loshuisachestx,loshuisachesca,los huisaches,TX,CA,70.0,los huisaches,NM,0.5753711534278739
holtsvilleny,holtsvilleny,holtsville,NY,NY,100.0,holtsville,NY,0.0330720197492479
shickshiznypak,shickshiznyok,shickshizny,PAK,OK,66.66666666666666,shickshizny,PA,0.0259794308996445
cofieldnc,cofieldtn,cofield,NC,TN,77.77777777777779,cofield,PA,0.0259794308996445
druidhillsga,druidhillsga,druid hills,GA,GA,100.0,druid hills,GA,0.5704241767703332
amoin,amofl,amo,IN,FL,75.0,amo,FL,0.044689781507147
eversonpa,eversonwa,everson,PA,WA,100.0,everson,WA,0.0471478859000668
mccozdok,mccozdok,mccozd,OK,OK,83.33333333333334,mccozd,PA,0.0259794308996445
brulewi,brulems,brule,WI,MS,80.0,brule,SD,0.7168967744886103
pemberwickct,pemberwickct,pemberwick,CT,CT,100.0,pemberwick,CT,0.1004010826940735
molineks,molineil,moline,KS,IL,100.0,moline,IL,0.1517857581119654
pittsfieldma,pittsfieldma,pittsfield,MA,MA,100.0,pittsfield,NH,0.1758432072111635
bellevillewi,bellevillewi,belleville,WI,WI,100.0,belleville,KS,0.1044193685395696
elynv,elynv,ely,NV,NV,100.0,ely,NV,0.3365258345759276
witlonca,witlonca,witlon,CA,CA,83.33333333333334,witlon,PA,0.0259794308996445
brookvillein,brookvillein,brookville,IN,IN,100.0,brookville,NY,0.0804261619424046
glenparkny,glenparktx,glen park,NY,TX,81.81818181818183,glen park,NJ,0.3473807166700527
stroudok,stroudok,stroud,OK,OK,100.0,stroud,OK,0.0638307543640831
gracevillefl,gracevillefl,graceville,FL,FL,100.0,graceville,FL,0.0299204782959883
emrident,emridenct,emriden,T,CT,85.71428571428571,emriden,PA,0.0259794308996445
parlieca,parlieca,parlie,CA,CA,85.71428571428571,parlie,PA,0.0259794308996445
laskernc,laskerla,lasker,NC,LA,83.33333333333334,lasker,PA,0.0259794308996445
mortonsfgapky,mortonsfgapil,mortonsfgap,KY,IL,90.5,mortonsfgap,PA,0.0259794308996445
farmnigtonde,farmnigtonar,farmnigton,DE,AR,90.0,farmnigton,PA,0.0259794308996445
farmlanin,farmlanin,farmlan,IN,IN,87.5,farmlan,IN,0.0971690238562343
kentfieldca,kentfieldca,kentfield,CA,CA,100.0,kentfield,CA,0.0431560550707599
belwoodnc,belwoodil,belwood,NC,IL,87.5,belwood,IL,0.0507906906392401
hickoryvalleytn,hickoryvalleync,hickory valley,TN,NC,90.5,hickory valley,MO,0.1084955758827605
elbertco,elbertal,elbert,CO,AL,85.71428571428571,elbert,CO,0.2535942925003743
shadyhollowtx,shadyhollowtx,shady hollow,TX,TX,100.0,shady hollow,MD,0.1011289334507218
edebrochi,edebrocca,edeb roc,HI,CA,75.0,edeb roc,NM,0.0456193009514808
derbylinevt,derbylineco,derby line,VT,CO,90.5,derby line,MS,0.1969698143790038
robertsil,robertswi,roberts,IL,WI,100.0,roberts,SD,0.4300423283439998
hountaingateac,hountaingateco,hountain gate,AC,CO,87.5,hountain gate,VA,0.1209972830402431
middlepointoh,middlepointor,middle point,OH,OR,83.33333333333334,middle point,NY,0.2051636028563868
grandjunctiontnf,grandjunctionco,grand junction,TNF,CO,100.0,grand junction,VT,0.469710443245378
newroadsla,newroadsla,new roads,LA,LA,100.0,new roads,LA,0.38473086712212
gliddenwi,gliddenia,glidden,WI,IA,100.0,glidden,IA,0.1065846468192689
aventurafl,aventurafl,aventura,FL,FL,100.0,aventura,FL,0.0299204782959883
newbostoil,newbostonh,new bosto,IL,NH,90.0,new bosto,CT,0.0820212690413762
clarksvillein,clarksvillein,clarksville,IN,IN,100.0,clarksville,IN,0.0973717923334576
brusselsil,brusselswi,brussels,IL,WI,100.0,brussels,WI,0.0857032947806869
ryear,ryenh,rye,AR,NH,100.0,rye,NH,0.2679235060551729
harrisvillemi,harrisvillemi,harrisville,MI,MI,100.0,harrisville,UT,0.2311977572889413
montezumaco,montezumaga,montezuma,CO,GA,100.0,montezuma,CO,0.207337725418035
waleswi,waleswi,wales,WI,WI,100.0,wales,FL,0.1081655559896324
waldowi,waldoar,waldo,WI,AR,100.0,waldo,ME,0.6168275155574525
elbamn,elbaal,elba,MN,AL,100.0,elba,NY,0.1249170360379623
darilnga,darilnga,dariln,GA,GA,83.33333333333334,dariln,PA,0.0259794308996445
brooklynheightsoh,brooklynheightsoh,brooklyn heights,OH,OH,100.0,brooklyn heights,OH,0.2456136105947866
chunchulaal,chunchulamn,chunchula,AL,MN,83.33333333333334,chunchula,PA,0.0259794308996445
st.helenanc,st.helenaar,st. helena,NC,AR,81.81818181818183,st. helena,MT,0.2597910710913672
rutlandnd,rutlandma,rutland,ND,MA,100.0,rutland,VT,0.8971340329189073
columbineco,columbineco,columbine,CO,CO,100.0,columbine,CO,0.5310149351439317
templehillsmd,templehillsmd,temple hills,MD,MD,100.0,temple hills,MD,0.1906392817573688
roanokerapidscn,roanokerapidsnc,roanoke rapids,CN,NC,100.0,roanoke rapids,MN,0.128431917373556
popponesstislandma,popponesstislandca,popponess t island,MA,CA,90.5,popponess t island,SC,0.2383728095769824
aguadulcetx,aguadulcetx,agua dulce,TX,TX,100.0,agua dulce,NM,0.4588798967149833
salixpa,salixpa,salix,PA,PA,100.0,salix,PA,0.0496484388263135
campbellhillil,campbellhillca,campbell hill,IL,CA,90.5,campbell hill,TN,0.2382845868009794
hepzibahvw,hepzibahga,hepzibah,VW,GA,88.88888888888889,hepzibah,GA,0.0743335847478249
halmamn,halmaal,halma,MN,AL,83.33333333333334,halma,PA,0.0259794308996445
southdospalosa,southdospalosca,south dos palos,A,CA,100.0,south dos palos,CA,0.4046832007622609
leisurevillageeastnj,leisurevillageeastnj,leisure village east,NJ,NJ,100.0,leisure village east,NJ,0.4195703519181181
newcordellok,newcordellin,new cordell,OK,IN,75.0,new cordell,CT,0.0823033386552393
ansonvillenc,ansonvillein,ansonville,NC,IN,100.0,ansonville,PA,0.0259794308996445
carolinabeachnc,carolinabeachnc,carolina beach,NC,NC,100.0,carolina beach,NC,0.5271118526322958
pimaaz,pimaaz,pima,AZ,AZ,100.0,pima,AZ,0.7881949327236857
seymourwi,seymourwi,seymour,WI,WI,100.0,seymour,CT,0.0718024513521993
scribnerane,scribnerla,scribner,ANE,LA,66.66666666666666,scribner,PA,0.0259794308996445
arnettok,arnettok,arnett,OK,OK,100.0,arnett,OK,0.246374741054986
coyoteacrestx,coyoteacresar,coyote acres,TX,AR,80.0,coyote acres,DE,0.5917039194788598
muleshoetx,muleshoetx,muleshoe,TX,TX,100.0,muleshoe,TX,0.0406938805053028
whittleseywi,whittleseyfl,whittlesey,WI,FL,83.33333333333334,whittlesey,PA,0.0259794308996445
buddlakejn,buddlakenj,budd lake,JN,NJ,100.0,budd lake,NJ,0.3092183198398764
endicottny,endicottny,endicott,NY,NY,100.0,endicott,NY,0.0620261946994712
flndersny,flndersny,flnders,NY,NY,87.5,flnders,NY,0.0330720197492479
fivepontsnxc,fivepontsfl,five ponts,NXC,FL,90.9090909090909,five ponts,TX,0.0293847842637682
ernstvillemd,ernstvillemd,ernstville,MD,MD,81.81818181818183,ernstville,PA,0.0259794308996445
bellair-meadowbrookterracefl,bellair-meadowbrookterracefl,bellair-meadowbrook terrace,FL,FL,100.0,bellair-meadowbrook terrace,FL,0.2895182771704205
picurispueblonm,picurispuebloca,picuris pueblo,NM,CA,75.0,picuris pueblo,NM,0.7160272596439933
koppelpa,koppeltx,koppel,PA,TX,75.0,koppel,PA,0.0259794308996445
englevalend,englevaleny,englevale,ND,NY,88.88888888888889,englevale,PA,0.0259794308996445
rockwellia,rockwellia,rockwell,IA,IA,100.0,rockwell,IA,0.2787553381470107
lintonhallva,lintonhallva,linton hall,VA,VA,100.0,linton hall,VA,0.1234106044372524
reservemt,reservela,reserve,MT,LA,100.0,reserve,LA,0.1912064298205177
hardrockz,hardrockmi,hard rock,Z,MI,77.77777777777779,hard rock,WY,0.0975800843722332
waynene,waynene,wayne,NE,NE,100.0,wayne,WV,0.114739499631405
northpuyallupwa,northpuyallupwa,north puyallup,WA,WA,100.0,north puyallup,WA,0.391332555961331
donnybrooknd,donnybrookin,donnybrook,ND,IN,90.5,donnybrook,PA,0.0259794308996445
glenviwky,glenviwil,glenviw,KY,IL,87.5,glenviw,IL,0.0349335350713326
aglenamo,aglenami,aglena,MO,MI,85.71428571428571,aglena,PA,0.0259794308996445
mitonnd,mitonde,miton,ND,DE,83.33333333333334,miton,DE,0.2640537433438063
mcclenneytractca,mcclenneytractfl,mcclenney tract,CA,FL,88.88888888888889,mcclenney tract,CA,0.1299146148765502
glenkalesc,glenkaleaz,glenkale,SC,AZ,87.5,glenkale,PA,0.0259794308996445
mountainhomeid,mountainhomeid,mountain home,ID,ID,100.0,mountain home,ID,0.3556122074779341
reynoldsin,reynoldsga,reynolds,IN,GA,100.0,reynolds,MO,0.3809930943653818
elwoodin,elwoodin,elwood,IN,IN,100.0,elwood,NE,0.1121216779488068
llcversc,llcversc,llcver,SC,SC,83.33333333333334,llcver,PA,0.0259794308996445
bartlettne,bartlettne,bartlett,NE,NE,100.0,bartlett,NE,0.0623031228696411
statelinecityin,statelinecitypa,state line city,IN,PA,90.5,state line city,IA,0.2456815292757906
modesttownva,modesttownca,modest town,VA,CA,85.71428571428571,modest town,HI,0.105478072137402
davenportnd,davenportfl,davenport,ND,FL,100.0,davenport,IA,0.0975289516609793
gardinermt,gardinerme,gardiner,MT,ME,100.0,gardiner,ME,0.0798405854512492
flordiatownfl,flordiatownny,flordiatown,FL,NY,85.71428571428571,flordiatown,PA,0.0259794308996445
carlsborgwa,carlsborgca,carlsborg,WA,CA,75.0,carlsborg,PA,0.0259794308996445
lakecitymn,lakecitymn,lake city,MN,MN,100.0,lake city,FL,0.1182571821244692
edisonwa,edisonga,edison,WA,GA,100.0,edison,NJ,0.0411904239853406
williamsburgia,williamsburgia,williamsburg,IA,IA,100.0,williamsburg,SC,0.219192673871641
psasaicmo,psasaicnj,psasaic,MO,NJ,100.0,psasaic,PA,0.0259794308996445
centennialvarkaz,centennialvarkaz,centennial vark,AZ,AZ,93.33333333333331,centennial vark,AZ,0.3879803834347963
catawbasc,catawbasc,catawba,SC,SC,100.0,catawba,NC,0.6573367969397944
senecagardensky,senecagardensfl,seneca gardens,KY,FL,92.85714285714286,seneca gardens,NY,0.3924196274754752
martinsvillenj,martinsvillenj,martinsville,NJ,NJ,100.0,martinsville,WV,0.3987535262174567
fortmadisnoia,fortmadisnoia,fort madisno,IA,IA,91.66666666666666,fort madisno,CO,0.1327579077544467
crossmountainxt,crossmountaintx,cross mountain,XT,TX,100.0,cross mountain,UT,0.2836777635717374
seventhmountainor,seventhmountainmd,seventh mountain,OR,MD,83.33333333333334,seventh mountain,UT,0.1611545301094157
astorfl,astorfl,astor,FL,FL,100.0,astor,FL,0.044689781507147
lakevalleynm,lakevalleyil,lake valley,NM,IL,90.0,lake valley,AZ,0.2199223209986204
allagatorms,allagatorga,allagator,MS,GA,90.5,allagator,PA,0.0259794308996445
barrytx,barryil,barry,TX,IL,100.0,barry,MI,0.2393872916383553
tarltonghb,tarltonmd,tarlton,GHB,MD,100.0,tarlton,PA,0.0259794308996445
lemannvillela,lemannvillefl,lemannville,LA,FL,85.71428571428571,lemannville,PA,0.0259794308996445
mayfieldp,mayfieldky,mayfield,P,KY,100.0,mayfield,OH,0.1786262915665043
amsterdamoh,amsterdamny,amsterdam,OH,NY,100.0,amsterdam,NY,0.0330720197492479
hrdinsburgky,hrdinsburgky,hrdinsburg,KY,KY,90.9090909090909,hrdinsburg,KY,0.0467781084926376
capemaycourthousenj,capemaycourthousenj,cape may court house,NJ,NJ,100.0,cape may court house,VA,0.5836846780221239
paloblancotx,paloblancoia,palo blanco,TX,IA,90.5,palo blanco,PR,0.3013473691372018
humboldtia,humboldtia,humboldt,IA,IA,100.0,humboldt,NV,0.3642581618968439
westaltobonitoxo,westaltobonitotx,west alto bonito,XO,TX,90.5,west alto bonito,IA,0.156038476451823
wakefieldmi,wakefieldmi,wakefield,MI,MI,100.0,wakefield,RI,0.187044525999598
duluthga,duluthga,duluth,GA,GA,100.0,duluth,GA,0.0709361666238373
mosspofntms,mosspofntms,moss pofnt,MS,MS,90.0,moss pofnt,MS,0.2669214750400562
imbleror,imblerpa,imbler,OR,PA,83.33333333333334,imbler,PA,0.0259794308996445
presqueisleharbromi,presqueisleharbrome,presque isle harbro,MI,ME,90.5,presque isle harbro,ME,0.4388426990344638
echout,echout,echo,UT,UT,60.0,echo,CA,0.0631200153015354
effinghamks,effinghamil,effingham,KS,IL,100.0,effingham,NH,0.2152565869616833
uniongrovetx,uniongrovewi,union grove,TX,WI,100.0,union grove,OR,0.1086507427011208
springvalleyky,springvalleyaz,spring valley,KY,AZ,100.0,spring valley,NV,0.7010576254544507
brigleytn,brigleyar,brigley,TN,AR,75.0,brigley,PA,0.0259794308996445
mccalli,mccallaz,mccall,I,AZ,100.0,mccall,ID,0.3708864388666115
westnanticokepa,westnanticoketx,west nanticoke,PA,TX,90.5,west nanticoke,PA,0.0794547975492613
sarahannwv,sarahanntx,sarah ann,WV,TX,80.0,sarah ann,MO,0.1528666073258355
newfldenmn,newfldenme,newflden,MN,ME,75.0,newflden,PA,0.0259794308996445
hroaceks,hroacend,hroace,KS,ND,83.33333333333334,hroace,PA,0.0259794308996445
redvaleco,redvaleca,redvale,CO,CA,75.0,redvale,PA,0.0259794308996445
montgomeryla,montgomeryal,montgomery,LA,AL,100.0,montgomery,MD,0.1670225059816226
bulverdeax,bulverdetx,bulverde,AX,TX,100.0,bulverde,TX,0.0311476746087125
suffielddepotct,suffielddepotct,suffield depot,CT,CT,100.0,suffield depot,CT,0.8523136796611649
sidneyne,sidneyne,sidney,NE,NE,100.0,sidney,NE,0.2325718068027758
shelltwy,shellid,shell,TWY,ID,71.42857142857143,shell,SC,0.3660295527044431
homewa,homewa,home,WA,WA,100.0,home,OR,0.4446896783136483
breezypolntmn,breezypolntmn,breezy polnt,MN,MN,91.66666666666666,breezy polnt,MN,0.1471436963183518
althafl,althafl,altha,FL,FL,80.0,altha,PA,0.0259794308996445
rushvillemo,rushvilleil,rushville,MO,IL,100.0,rushville,NE,0.2966387374252294
doverid,doverar,dover,ID,AR,100.0,dover,DE,0.4159080594417095
pentonal,pentonga,penton,AL,GA,85.71428571428571,penton,PA,0.0259794308996445
christianatn,christianatn,christiana,TN,TN,100.0,christiana,TN,0.0485244671937878
salinasac,salinasca,salinas,AC,CA,100.0,salinas,PR,0.075921641088232
cambridgeil,cambridgeil,cambridge,IL,IL,100.0,cambridge,IN,0.1976517096030216
washougalwa,washougalwa,washougal,WA,WA,100.0,washougal,WA,0.0479273400441341
woodlawnm,woodlawnil,woodlawn,M,IL,100.0,woodlawn,OH,0.0693203908698854
oxfordne,oxfordal,oxford,NE,AL,100.0,oxford,ME,0.2911732056459044
santaanaca,santaanaca,santa ana,CA,CA,100.0,santa ana,NM,0.8086886782287224
