OriginalCityStateID,NewCityStateID,City,OriginalState,NewState,MatchValue
lewisvillemn,lewisvillear,lewisville,MN,AR,100.0
chewevahwa,chewevahwa,chewevah,WA,WA,87.5
hopatcongnj,hopatcongnj,hopatcong,NJ,NJ,100.0
venturaia,venturaca,ventura,IA,CA,100.0
twinlakesnm,twinlakesnm,twin lakes,NM,NM,100.0
casperwy,casperwy,casper,WY,WY,100.0
seabrookfarmsnj,seabrookfarmsnj,seabrook farms,NJ,NJ,100.0
madisnheightsmi,madisnheightsmi,madisn heights,MI,MI,93.33333333333333
mckeeky,mckeeky,mckee,KY,KY,100.0
applecanyonlakeil,applecanyonlakepa,apple canyon lake,IL,PA,90.5
lexingtonky,lexingtonky,lexington,KY,KY,100.0
albami,albaal,alba,MI,AL,100.0
gravettear,gravettear,gravette,AR,AR,100.0
hughesvillepa,hughesvillepa,hughesville,PA,PA,100.0
centervilleia,centervilleia,centerville,IA,IA,100.0
cedargrovefl,cedargrovefl,cedar grove,FL,FL,100.0
hydenky,hydenky,hyden,KY,KY,100.0
ravennatx,ravennami,ravenna,TX,MI,100.0
comancheok,comancheok,comanche,OK,OK,100.0
argonnewi,argonneal,argonne,WI,AL,90.5
mortonms,mortonms,morton,MS,MS,100.0
sunizonaaz,sunizonaal,sunizona,AZ,AL,85.71428571428571
st.petersburgpa,st.petersburgfl,st. petersburg,PA,FL,100.0
srpinglaketx,srpinglaketx,srpinglake,TX,TX,83.33333333333334
unalakleetak,unalakleetca,unalakleet,AK,CA,88.88888888888889
pottsgrovepa,pottsgrovepa,pottsgrove,PA,PA,100.0
tqmbstoneaz,tqmbstoneaz,tqmbstone,AZ,AZ,88.88888888888889
fayettemo,fayettemo,fayette,MO,MO,100.0
lovelandco,lovelandco,loveland,CO,CO,100.0
flemingtonwv,flemingtonnj,flemington,WV,NJ,100.0
salema,salemar,salem,A,AR,100.0
lincroftnj,lincroftnj,lincroft,NJ,NJ,100.0
howardcitymi,howardcitymi,howard city,MI,MI,100.0
chelseaok,chelseaok,chelsea,OK,OK,100.0
trego-rohrersvillestationmd,trego-rohrersvillestationmi,trego-rohrersville station,MD,MI,69.23076923076923
elvodnc,elvodnv,elvod,NC,NV,75.0
winfieldia,winfieldia,winfield,IA,IA,100.0
mabieca,mabienm,mabie,CA,NM,80.0
merrittislandfl,merrittislandfl,merritt island,FL,FL,100.0
universityparkmd,universityparkmd,university park,MD,MD,100.0
forestvillepa,forestvilleca,forestville,PA,CA,100.0
desotoia,desotoia,de soto,IA,IA,100.0
dalevillewa,dalevilleal,daleville,WA,AL,100.0
wascoca,wascoca,wasco,CA,CA,100.0
hoovenoh,hoovenal,hooven,OH,AL,83.33333333333334
kupreanofak,kupreanofhi,kupreanof,AK,HI,71.42857142857143
templetonva,templetonca,templeton,VA,CA,100.0
powersor,powersmo,powers,OR,MO,80.0
springlakeparkmn,springlakeparkmn,spring lake park,MN,MN,100.0
quartzhillca,quartzhillca,quartz hill,CA,CA,100.0
milkyo,milkme,milk,YO,ME,75.0
langelothpa,langelothpa,langeloth,PA,PA,75.0
lofallwa,lofallwa,lofall,WA,WA,100.0
elginmn,elginmn,elgin,MN,MN,100.0
renwickia,renwickla,renwick,IA,LA,85.71428571428571
promptwnpa,promptwntn,promptwn,PA,TN,80.0
radersburgmt,radersburgmd,radersburg,MT,MD,90.0
moquinonm,moquinowi,moquino,NM,WI,83.33333333333334
equalityil,equalityca,equality,IL,CA,66.66666666666666
denmarkia,denmarkme,denmark,IA,ME,100.0
camanchenorthshorec,camanchenorthshoreia,camanche north shore,C,IA,90.5
paradisenv,paradisenv,paradise,NV,NV,100.0
miamibeachfl,miamibeachfl,miami beach,FL,FL,100.0
colomami,colomami,coloma,MI,MI,100.0
speednc,speedco,speed,NC,CO,80.0
altamontpa,altamontil,altamont,PA,IL,100.0
rapidsny,rapidsny,rapids,NY,NY,100.0
tedrowoh,tedrowny,tedrow,OH,NY,83.33333333333334
pipercityil,pipercityca,piper city,IL,CA,83.33333333333334
raubsvillepa,raubsvillepa,raubsville,PA,PA,100.0
loyalhannapa,loyalhannapa,loyalhanna,PA,PA,100.0
jamestownla,jamestownca,jamestown,LA,CA,100.0
elderonwi,elderonwa,elderon,WI,WA,87.5
edgewaterjw,edgewaterco,edgewater,JW,CO,100.0
st.ignatiusmt,st.ignatiusak,st. ignatius,MT,AK,62.5
berlinmd,berlinmd,berlin,MD,MD,100.0
franksfieldwi,franksfieldmo,franks field,WI,MO,75.0
speerspa,speerspa,speers,PA,PA,100.0
koontzlakein,koontzlakein,koontz lake,IN,IN,100.0
centerossipeenh,centerossipeeco,center ossipee,NH,CO,90.5
smithlandky,smithlandky,smithland,KY,KY,100.0
locknrytx,locknrytx,locknry,TX,TX,85.71428571428571
lowellvileoh,lowellvileoh,lowellvile,OH,OH,90.9090909090909
emelleal,emellega,emelle,AL,GA,100.0
warsawnc,warsawnc,warsaw,NC,NC,100.0
buchananva,buchananva,buchanan,VA,VA,100.0
locohillsnm,locohillsca,loco hills,NM,CA,81.81818181818183
mustangtx,mustangok,mustang,TX,OK,100.0
bathnc,bathme,bath,NC,ME,100.0
rustonwa,rustonla,ruston,WA,LA,100.0
endersne,endersne,enders,NE,NE,83.33333333333334
fortfortpa,fortfortpa,fort fort,PA,PA,90.0
druidhillsga,druidhillsga,druid hills,GA,GA,100.0
bradentonfl,bradentonfl,bradenton,FL,FL,100.0
walnutks,walnutca,walnut,KS,CA,100.0
langdonks,langdonnd,langdon,KS,ND,100.0
miamitx,miamitx,miami,TX,TX,100.0
berrycreekca,berrycreekca,berry creek,CA,CA,100.0
husliaak,husliaid,huslia,AK,ID,75.0
ellsworthpa,ellsworthks,ellsworth,PA,KS,100.0
acresgreenco,acresgreenco,acres green,CO,CO,100.0
pleasantgappa,pleasantgappa,pleasant gap,PA,PA,100.0
asburynj,asburyia,asbury,NJ,IA,100.0
veldonnc,veldonnc,veldon,NC,NC,83.33333333333334
ashvillepa,ashvilleal,ashville,PA,AL,100.0
firtvne,firtvid,firtv,NE,ID,60.0
girardoh,girardoh,girard,OH,OH,100.0
helperut,helperut,helper,UT,UT,100.0
staffordks,staffordca,stafford,KS,CA,100.0
orangelakeyn,orangelakeny,orange lake,YN,NY,100.0
pleasantvillenj,pleasantvillenj,pleasantville,NJ,NJ,100.0
moganzala,moganzaga,moganza,LA,GA,83.33333333333334
lauerlvae,lauerlde,lauerl,VAE,DE,83.33333333333334
esatmissoulamt,esatmissoulamt,esat missoula,MT,MT,92.3076923076923
moorestowm-lenolanj,moorestowm-lenolanj,moorestowm-lenola,NJ,NJ,94.11764705882352
rudolphoh,rudolphsd,rudolph,OH,SD,80.0
desmteid,desmtesd,de smte,ID,SD,85.71428571428571
huntermo,hunteroh,hunter,MO,OH,100.0
arfieldmn,arfieldnj,arfield,MN,NJ,87.5
brantlakesouthsd,brantlakesouthar,brant lake south,SD,AR,83.33333333333334
whiterocksd,whiterocknm,white rock,SD,NM,100.0
sanbenitotq,sanbenitotx,san benito,TQ,TX,100.0
twiningmi,twiningin,twining,MI,IN,85.71428571428571
ridgwayil,ridgwaypa,ridgway,IL,PA,100.0
packwjodia,packwjodca,packwjod,IA,CA,75.0
buffalcitywi,buffalcityia,buffal city,WI,IA,85.71428571428571
rockawaybeachmc,rockawaybeachor,rockaway beach,MC,OR,100.0
parkwayvillageky,parkwayvillageca,parkway village,KY,CA,90.5
marengoohb,marengoil,marengo,OHB,IL,100.0
brownstownil,brownstownin,brownstown,IL,IN,100.0
silvertonco,silvertonco,silverton,CO,CO,100.0
molenaga,molenami,molena,GA,MI,85.71428571428571
capronva,capronil,capron,VA,IL,100.0
pinebendmn,pinebendaz,pine bend,MN,AZ,90.5
yorkal,yorkal,york,AL,AL,100.0
parkwayvillageky,parkwayvillageca,parkway village,KY,CA,90.5
virgizsd,virgiznv,virgiz,SD,NV,80.0
hawaiianagrdensca,hawaiianagrdensca,hawaiian agrdens,CA,CA,93.75
soudersburgp,soudersburgpa,soudersburg,P,PA,90.9090909090909
higginsvillemo,higginsvillemo,higginsville,MO,MO,100.0
stewartstownpa,stewartstownpa,stewartstown,PA,PA,100.0
aberdeengardenswa,aberdeengardenswa,aberdeen gardens,WA,WA,90.5
southforkestatestx,southforkestatesal,south fork estates,TX,AL,81.81818181818183
staleyn,staleync,staley,N,NC,85.71428571428571
timberlakesut,timberlakessd,timber lakes,UT,SD,90.5
internationalfallsn,internationalfallsmn,international falls,N,MN,100.0
queensny,queensny,queens,NY,NY,100.0
maxtonnc,maxtonnc,maxton,NC,NC,100.0
moweaquail,moweaquail,moweaqua,IL,IL,100.0
lakeviewestatesga,lakeviewestatesga,lakeview estates,GA,GA,100.0
perrysvillei,perrysvillefl,perrysville,I,FL,90.5
heoenvillewi,heoenvillepa,heoenville,WI,PA,83.33333333333334
st.annmo,st.annga,st. ann,MO,GA,71.42857142857143
musepa,musepa,muse,PA,PA,100.0
belleriveacresom,belleriveacresal,bellerive acres,OM,AL,90.5
newkingstownpa,newkingstownpa,new kingstown,PA,PA,78.57142857142857
ririeid,ririeca,ririe,ID,CA,83.33333333333334
lancastermn,lancasterca,lancaster,MN,CA,100.0
sanctuarytx,sanctuaryks,sanctuary,TX,KS,71.42857142857143
penapobrepr,penapobrepr,pena pobre,PR,PR,90.0
hemphilltx,hemphilltx,hemphill,TX,TX,100.0
chatsworohia,chatsworohca,chatsworoh,IA,CA,90.0
columbiaal,columbiaca,columbia,AL,CA,100.0
elizabethi,elizabethco,elizabeth,I,CO,100.0
altamontny,altamontny,altamont,NY,NY,100.0
gilacrossingaz,gilacrossingma,gila crossing,AZ,MA,75.0
ebrlinga,ebrlinks,ebrlin,GA,KS,85.71428571428571
signalmountaintn,signalmountaintn,signal mountain,TN,TN,100.0
portlndsy,portlndct,portlnd,SY,CT,87.5
taospueblonm,taospueblonm,taos pueblo,NM,NM,100.0
chinohillsca,chinohillsca,chino hills,CA,CA,100.0
pelicanbaytx,pelicanbaytx,pelican bay,TX,TX,100.0
charlottecourthouseva,charlottecourthouseva,charlotte court house,VA,VA,100.0
roanokela,roanokeal,roanoke,LA,AL,100.0
linwoodpa,linwoodpa,linwood,PA,PA,100.0
grubbsar,grubbsco,grubbs,AR,CO,66.66666666666666
fincastletn,fincastletn,fincastle,TN,TN,100.0
uppersantanvillageaz,uppersantanvillageid,upper santan village,AZ,ID,83.33333333333334
flinthilla,flinthillmi,flint hill,A,MI,90.5
fairhavenmn,fairhavenma,fairhaven,MN,MA,100.0
haiglerne,haigleril,haigler,NE,IL,71.42857142857143
orangeburgny,orangeburgny,orangeburg,NY,NY,100.0
indianhillscm,indianhillsco,indian hills,CM,CO,100.0
goehnerne,goehnerok,goehner,NE,OK,85.71428571428571
statelinecityin,statelinecitypa,state line city,IN,PA,90.5
boulderflatswy,boulderflatsco,boulder flats,WY,CO,90.5
zelienoplepa,zelienoplepa,zelienople,PA,PA,100.0
senceapa,senceapa,sencea,PA,PA,83.33333333333334
prosperitysc,prosperitysc,prosperity,SC,SC,100.0
eastridgetn,eastridgetn,east ridge,TN,TN,100.0
turrellar,turrelltn,turrell,AR,TN,87.5
aredaleia,aredaleca,aredale,IA,CA,85.71428571428571
hermleightx,hermleighme,hermleigh,TX,ME,77.77777777777779
caballonm,caballoil,caballo,NM,IL,90.5
nahuntaga,nahuntaga,nahunta,GA,GA,100.0
koshkonongmo,koshkonongin,koshkonong,MO,IN,88.88888888888889
kensingtonca,kensingtonca,kensington,CA,CA,100.0
gzandwoodprakil,gzandwoodprakil,gzandwoodprak,IL,IL,85.71428571428571
eastglobeaz,eastglobeaz,east globe,AZ,AZ,75.0
summitor,summitaz,summit,OR,AZ,100.0
sevencornersa,sevencornersva,seven corners,A,VA,100.0
loganmt,logania,logan,MT,IA,100.0
noconatx,noconatx,nocona,TX,TX,100.0
kapaauhi,kapaauhi,kapaau,HI,HI,100.0
hinghammt,hinghamma,hingham,MT,MA,100.0
washburnia,washburnil,washburn,IA,IL,100.0
mounthermonca,mounthermonca,mount hermon,CA,CA,100.0
rennertnc,rennertnc,rennert,NC,NC,90.5
gidoenok,gidoenmo,gidoen,OK,MO,83.33333333333334
bridgeportwa,bridgeportwa,bridgeport,WA,WA,100.0
bayboronc,bayboronc,bayboro,NC,NC,100.0
sheldonia,sheldonia,sheldon,IA,IA,100.0
delsoltx,delsolga,del sol,TX,GA,75.0
hintonok,hintonok,hinton,OK,OK,100.0
littleelmtx,littleelmtx,little elm,TX,TX,100.0
dwsontxc,dwsonga,dwson,TXC,GA,83.33333333333334
waiteparkmn,waiteparkmn,waite park,MN,MN,100.0
campbellsburgin,campbellsburgca,campbellsburg,IN,CA,90.5
elizabethtqwnin,elizabethtqwnil,elizabethtqwn,IN,IL,92.3076923076923
lakefothewoodsca,lakefothewoodsaz,lake fo the woods,CA,AZ,94.11764705882352
bethelnc,bethelnc,bethel,NC,NC,100.0
sycamoreok,sycamoreil,sycamore,OK,IL,100.0
progressvillagefl,progressvillagefl,progress village,FL,FL,100.0
lawleria,lawlerca,lawler,IA,CA,83.33333333333334
mapletonut,mapletonut,mapleton,UT,UT,100.0
hugoo,hugoco,hugo,O,CO,100.0
jacintocitytx,jacintocitytx,jacinto city,TX,TX,100.0
crystalmountianmi,crystalmountianmn,crystal mountian,MI,MN,90.5
moffatco,moffattx,moffat,CO,TX,80.0
warsonwoodsmo,warsonwoodsmo,warson woods,MO,MO,100.0
odinmn,odinil,odin,MN,IL,100.0
aoklandmd,aoklandmd,aokland,MD,MD,85.71428571428571
portmonmouthnj,portmonmouthnj,port monmouth,NJ,NJ,100.0
santaclarapueblonm,santaclarapueblonm,santa clara pueblo,NM,NM,100.0
yorksc,yorksc,york,SC,SC,100.0
strattonco,strattonpa,stratton,CO,PA,100.0
haroldfl,haroldca,harold,FL,CA,83.33333333333334
berkeleymo,berkeleymo,berkeley,MO,MO,100.0
elmspringsar,elmspringsar,elm springs,AR,AR,100.0
deckerin,deckerga,decker,IN,GA,83.33333333333334
parkcrestpa,parkcrestil,park crest,PA,IL,81.81818181818183
adamstowndm,adamstownmd,adamstown,DM,MD,100.0
glendivemt,glendivemt,glendive,MT,MT,100.0
postonaz,postontx,poston,AZ,TX,90.5
madisonheightsmi,madisonheightsmi,madison heights,MI,MI,100.0
greenwoodar,greenwoodar,greenwood,AR,AR,100.0
marinelandfl,marinelandoh,marineland,FL,OH,85.71428571428571
towercitypa,towercitypa,tower city,PA,PA,100.0
kickapoosite7ks,kickapoosite7ak,kickapoo site 7,KS,AK,80.0
charlottetx,charlottetx,charlotte,TX,TX,100.0
scammonk,scammonar,scammon,K,AR,75.0
omahatx,omahane,omaha,TX,NE,100.0
buchanannd,buchananga,buchanan,ND,GA,100.0
mountcarmeloh,mountcarmeloh,mount carmel,OH,OH,100.0
marionheightspa,marionheightsal,marion heights,PA,AL,90.5
ocssamo,ocssanm,ocssa,MO,NM,80.0
fountainhillpa,fountainhillpa,fountain hill,PA,PA,100.0
meadowbrookva,meadowbrookva,meadowbrook,VA,VA,100.0
cambridgeks,cambridgeil,cambridge,KS,IL,100.0
tarponspringsfl,tarponspringsfl,tarpon springs,FL,FL,100.0
cedarpoints,cedarpointnc,cedar point,S,NC,100.0
sylviaks,sylvianc,sylvia,KS,NC,80.0
prescottia,prescottaz,prescott,IA,AZ,100.0
lawrencepah,lawrencein,lawrence,PAH,IN,100.0
stillwatermn,stillwatermn,stillwater,MN,MN,100.0
bowmansc,bowmannd,bowman,SC,ND,100.0
floralparkny,floralparkny,floral park,NY,NY,100.0
pinebluffswy,pinebluffswy,pine bluffs,WY,WY,100.0
valesummitmd,valesummitor,vale summit,MD,OR,90.5
reedsspringmo,reedsspringva,reeds spring,MO,VA,91.66666666666666
st.axviermt,st.axviernj,st. axvier,MT,NJ,63.63636363636363
athelstania,athelstanal,athelstan,IA,AL,83.33333333333334
elcapitanaz,elcapitantx,el capitan,AZ,TX,75.0
victorid,victorid,victor,ID,ID,100.0
springhillia,springhillfl,spring hill,IA,FL,100.0
sthregisfallsny,sthregisfallsny,sth regis falls,NY,NY,76.47058823529412
bellfl,bellca,bell,FL,CA,100.0
huntingtonva,huntingtonva,huntington,VA,VA,100.0
haydelakeid,haydelakeid,hayde lake,ID,ID,83.33333333333334
aktanak,aktanak,aktan,AK,AK,83.33333333333334
ashfordwa,ashfordal,ashford,WA,AL,100.0
asewvillenc,asewvillenc,asewville,NC,NC,88.88888888888889
waynesboropa,waynesboropa,waynesboro,PA,PA,100.0
copalisbeachwa,copalisbeachnc,copalis beach,WA,NC,78.57142857142857
jensebeachfl,jensebeachfl,jense beach,FL,FL,91.66666666666666
gascoynend,gascoyneny,gascoyne,ND,NY,83.33333333333334
hannawafallsny,hannawafallsny,hannawa falls,NY,NY,100.0
tuskahomaok,tuskahomaok,tuskahoma,OK,OK,80.0
pinebrookhillco,pinebrookhillaz,pine brook hill,CO,AZ,90.5
tarltonoh,tarltonmd,tarlton,OH,MD,100.0
clintonin,clintonin,clinton,IN,IN,100.0
durhaca,durhaca,durha,CA,CA,83.33333333333334
wallacenc,wallacenc,wallace,NC,NC,100.0
benoittms,benoittms,benoitt,MS,MS,85.71428571428571
portjeffersonoh,portjeffersonny,port jefferson,OH,NY,100.0
st.anthonyid,st.anthonyks,st.anthony,ID,KS,71.42857142857143
colomesd,colomenc,colome,SD,NC,85.71428571428571
spenceroh,spencerin,spencer,OH,IN,100.0
hamlerho,hamlerfl,hamler,HO,FL,83.33333333333334
porto'connortx,porto'connortx,port o'connor,TX,TX,100.0
ferdinandid,ferdinandin,ferdinand,ID,IN,100.0
quratzsiteaz,quratzsiteaz,quratzsite,AZ,AZ,90.0
acmbridgecityin,acmbridgecityin,acmbridge city,IN,IN,92.85714285714286
indutryil,indutrypa,indutry,IL,PA,87.5
yatesvillega,yatesvilleak,yatesville,GA,AK,90.5
st.anthonyid,st.anthonyil,st. anthony,ID,IL,80.0
missourivalleyaa,missourivalleyia,missouri valley,AA,IA,100.0
whiteoaktx,whiteoaktx,white oak,TX,TX,100.0
thompsonfallsmt,thompsonfallsmt,thompson falls,MT,MT,100.0
newtokak,newtokal,newtok,AK,AL,83.33333333333334
jacksonvilleo,jacksonvilleal,jacksonville,O,AL,100.0
okobojiia,okobojimn,okoboji,IA,MN,75.0
stokesdalenc,stokesdalenc,stokesdale,NC,NC,100.0
oldsaybrookcenterct,oldsaybrookcenterct,old saybrook center,CT,CT,100.0
wilburotnsk,wilburotnok,wilburotn,SK,OK,88.88888888888889
blawenburgnj,blawenburgmd,blawenburg,NJ,MD,81.81818181818183
tahoevistaca,tahoevistaca,tahoe vista,CA,CA,100.0
brooksidevillaegtx,brooksidevillaegtx,brookside villaeg,TX,TX,94.11764705882352
greycliffmt,greycliffga,greycliff,MT,GA,75.0
franklinin,franklinin,franklin,IN,IN,100.0
shelbyin,shelbyal,shelby,IN,AL,100.0
hartsvillein,hartsvillesc,hartsville,IN,SC,100.0
elimak,elimpa,elim,AK,PA,100.0
deltonafl,deltonafl,deltona,FL,FL,100.0
garrettpa,garrettin,garrett,PA,IN,100.0
oliverga,oliverpa,oliver,GA,PA,100.0
wheatonmo,wheatonil,wheaton,MO,IL,100.0
colevilleca,colevillemd,coleville,CA,MD,90.0
farmingtonmo,farmingtonmo,farmington,MO,MO,100.0
moultonal,moultonal,moulton,AL,AL,100.0
triadelphiawv,triadelphiaar,triadelphia,WV,AR,81.81818181818183
delislpms,delislpwv,delislp,MS,WV,85.71428571428571
brookfieldmil,brookfieldil,brookfield,MIL,IL,100.0
chelseama,chelseama,chelsea,MA,MA,100.0
reddellla,reddellme,reddell,LA,ME,100.0
theodhsiamo,theodhsiail,theodhsia,MO,IL,66.66666666666666
elmava,elmawa,elma,VA,WA,100.0
marmarthnd,marmarthde,marmarth,ND,DE,90.5
blaineky,blainemn,blaine,KY,MN,100.0
woodycreekco,woodycreekwa,wood ycreek,CO,WA,90.9090909090909
nweberryin,nweberryfl,nweberry,IN,FL,100.0
andoveril,andoverfl,andover,IL,FL,100.0
holmesvillene,holmesvillewi,holmesville,NE,WI,83.33333333333334
shorthillsn,shorthillsnj,short hills,N,NJ,100.0
yorkaz,yorkal,york,AZ,AL,100.0
bedfordia,bedfordia,bedford,IA,IA,100.0
garderela,garderela,gardere,LA,LA,100.0
mcarthuroh,mcarthuroh,mcarthur,OH,OH,100.0
adamstownmd,adamstownmd,adamstown,MD,MD,100.0
daltonmn,daltonga,dalton,MN,GA,100.0
arriettami,arriettaga,arrietta,MI,GA,100.0
ridgwayil,ridgwaypa,ridgway,IL,PA,100.0
westmelbournefl,westmelbournefl,west melbourne,FL,FL,100.0
lakeciytx,lakeciyar,lake ciy,TX,AR,88.88888888888889
mountainnd,mountainco,mountain,ND,CO,87.5
helloggidu,helloggid,hellogg,IDU,ID,85.71428571428571
waynesvilleil,waynesvilleil,waynesville,IL,IL,90.5
davenportfl,davenportfl,davenport,FL,FL,100.0
bedfordwy,bedfordin,bedford,WY,IN,100.0
westcolumbiasc,westcolumbiasc,west columbia,SC,SC,100.0
woodvilleoh,woodvilleoh,woodville,OH,OH,100.0
wasillaak,wasillaak,wasilla,AK,AK,100.0
sandypointtx,sandypointny,sandy point,TX,NY,90.9090909090909
centrevillem,centrevilleal,centreville,M,AL,100.0
searanchlakesfl,searanchlakesca,sea ranch lakes,FL,CA,90.5
ellisgroveil,ellisgrovepa,ellisgrove,IL,PA,90.9090909090909
southvalleystreamny,southvalleystreamny,south valley stream,NY,NY,100.0
aftonok,aftonok,afton,OK,OK,100.0
springfieldco,springfieldco,springfield,CO,CO,100.0
pinebushny,pinebushny,pine bush,NY,NY,100.0
labargewy,labargeca,la barge,WY,CA,75.0
cameronsc,cameronla,cameron,SC,LA,100.0
quincyfl,quincyfl,quincy,FL,FL,100.0
springlaketx,springlaketx,springlake,TX,TX,90.5
turtonsd,turtonmi,turton,SD,MI,100.0
urichmo,urichtx,urich,MO,TX,66.66666666666666
lavoniaga,lavoniaga,lavonia,GA,GA,100.0
bluehillne,bluehillct,blue hill,NE,CT,90.0
montellomwi,montellowi,montello,MWI,WI,100.0
bellok,bellca,bell,OK,CA,100.0
mooredok,mooreok,moore,DOK,OK,100.0
southhavenmi,southhavenmi,south haven,MI,MI,100.0
clarencecenterny,clarencecenterny,clarence center,NY,NY,100.0
amlamo,amlaal,amla,MO,AL,80.0
wikieupaz,wikieupmd,wikieup,AZ,MD,80.0
theresawi,theresawi,theresa,WI,WI,100.0
harlingentx,harlingentx,harlingen,TX,TX,100.0
lakevillagein,lakevillagear,lake village,IN,AR,100.0
chickasawla,chickasawal,chickasaw,LA,AL,100.0
smyrnasc,smyrnade,smyrna,SC,DE,100.0
bedfordwy,bedfordin,bedford,WY,IN,100.0
thorntonar,thorntonca,thornton,AR,CA,100.0
mountpleasantoi,mountpleasantia,mount pleasant,OI,IA,100.0
couisnsislandme,couisnsislandms,couisns island,ME,MS,85.71428571428571
anawaltwv,anawaltil,anawalt,WV,IL,90.5
fontana-on-genevalakewi,fontana-on-genevalakewi,fontana-on-geneva lake,WI,WI,90.5
radfordva,radfordva,radford,VA,VA,100.0
almiraea,almirany,almira,EA,NY,83.33333333333334
dawsonmn,dawsonmn,dawson,MN,MN,100.0
mbntrealmo,mbntrealca,mbntreal,MO,CA,71.42857142857143
connertonfl,connertonfl,connerton,FL,FL,100.0
chiltontx,chiltonwi,chilton,TX,WI,100.0
anokae,anokamn,anoka,E,MN,100.0
leaguecitytx,leaguecitytx,league city,TX,TX,100.0
sanpasqualca,sanpasqualca,san pasqual,CA,CA,100.0
mudbayak,mudbayok,mud bay,AK,OK,75.0
raynd,rayco,ray,ND,CO,75.0
renfrowko,renfrownv,renfrow,KO,NV,75.0
daykinne,daykinal,daykin,NE,AL,66.66666666666666
hasettmi,hasetttx,hasett,MI,TX,100.0
kickapoosite7ks,kickapoosite7ak,kickapoo site7,KS,AK,80.0
northhurleynm,northhurleyms,north hurley,NM,MS,85.71428571428571
greenbackvilleva,greenbackvilleoh,greenbackville,VA,OH,90.5
oriskanyfallsny,oriskanyfallsny,oriskany falls,NY,NY,90.5
senecas,senecail,seneca,S,IL,100.0
maesonwa,maesonwa,maeson,WA,WA,83.33333333333334
lincolncenterks,lincolncenterks,lincoln center,KS,KS,90.5
norvhmanchesterin,norvhmanchesterin,norvh manchester,IN,IN,93.75
emmonakak,emmonakca,emmonak,AK,CA,83.33333333333334
mackeyin,mackeyoh,mackey,IN,OH,90.5
arnchosdetaosnm,arnchosdetaosnm,arnchos de taos,NM,NM,93.33333333333333
kirkco,kirkal,kirk,CO,AL,75.0
frazeysburgoh,frazeysburgoh,frazeysburg,OH,OH,100.0
bigcreekv,bigcreekca,big creek,V,CA,77.77777777777779
clinttx,clinttx,clint,TX,TX,100.0
cameronparktx,cameronparktx,cameron park,TX,TX,100.0
portlandco,portlandct,portland,CO,CT,100.0
moundsok,moundsok,mounds,OK,OK,100.0
regalmn,regalca,regal,MN,CA,75.0
cherokeeal,cherokeeal,cherokee,AL,AL,100.0
boyntonok,boyntonva,boynton,OK,VA,100.0
milfordcityct,milfordcityct,milford city,CT,CT,90.5
bellwoodil,bellwoodil,bellwood,IL,IL,100.0
madsionsd,madsionsd,madsion,SD,SD,85.71428571428571
elmcreektx,elmcreektx,elm creek,TX,TX,100.0
pleasantprairiewi,pleasantprairiewi,pleasant prairie,WI,WI,100.0
corder,cordersc,corder,,SC,83.33333333333334
johnsonvilleil,johnsonvilleil,johnsonville,IL,IL,91.66666666666666
awianaei,awianaehi,awianae,I,HI,85.71428571428571
ednaks,ednatx,edna,KS,TX,100.0
yornwallpa,yornwallak,yornwall,PA,AK,90.5
caledoniams,caledoniams,caledonia,MS,MS,100.0
linngroveia,linngrovems,linn grove,IA,MS,90.5
baldknobar,baldknobar,bald knob,AR,AR,100.0
ingallsin,ingallsin,ingalls,IN,IN,100.0
wallsms,wallsms,walls,MS,MS,100.0
hollandmo,hollandme,holland,MO,ME,100.0
albinwy,albinil,albin,WY,IL,83.33333333333334
wadehamptonsc,wadehamptonsc,wade hampton,SC,SC,100.0
mehlvillemo,mehlvillemo,mehlville,MO,MO,100.0
valeor,valeor,vale,OR,OR,100.0
studybuttetx,studybutteco,study butte,TX,CO,69.23076923076923
collegeak,collegeak,college,AK,AK,100.0
redoaknc,redoaknc,red oak,NC,NC,100.0
witdomarca,witdomarca,witdomar,CA,CA,87.5
mortonms,mortonms,morton,MS,MS,100.0
pachutams,pachutafl,pachuta,MS,FL,75.0
msithville-sandersin,msithville-sandersin,msithville-sanders,IN,IN,94.44444444444444
vallevistaca,vallevistaca,valle vista,CA,CA,100.0
northbendoh,northbendne,north bend,OH,NE,100.0
manisteemi,manisteemi,manistee,MI,MI,100.0
hatislandwa,hatislandtx,hat island,WA,TX,83.33333333333334
claytonwa,claytonal,clayton,WA,AL,100.0
upperlakeca,upperlakeca,upper lake,CA,CA,100.0
malinor,malinny,malin,OR,NY,83.33333333333334
ewingky,ewingnj,ewing,KY,NJ,100.0
parkcityil,parkcityil,park city,IL,IL,100.0
ozonatx,ozonatx,ozona,TX,TX,100.0
bolckowm,bolckowca,bolckow,M,CA,66.66666666666666
justiceil,justiceil,justice,IL,IL,100.0
ballouok,balloula,ballou,OK,LA,90.5
kiefnd,kiefia,kief,ND,IA,75.0
ak-chinvillageaz,ak-chinvillageca,ak-chin village,AZ,CA,73.33333333333333
southtempelpa,southtempelpa,south tempel,PA,PA,91.66666666666666
clarkpa,clarknj,clark,PA,NJ,100.0
lakesecessionsc,lakesecessionsc,lake secession,SC,SC,100.0
miltonnn,miltonde,milton,NN,DE,100.0
parkcityut,parkcityut,park city,UT,UT,100.0
newkingman-butleraz,newkingman-butleraz,new kingman-butler,AZ,AZ,100.0
